,dealer_code,dealer_name,dealer_contact,website,privacy_policy,account_id,account_name,campaign_name,objective,buy_type,campaign_status,bid_strategy,saved_audience_id,adset_name,adset_budget_amount,conversion_location,fbpage,frequency_cap,prediction_mode,adset_status,start_date,end_date,country,exclude_states,exclude_cities,age_min,age_max,gender,Advantage Detailed Targeting,interests,narrow_targeting,placement_type,publisher_platforms,facebook_positions,instagram_positions,device,ad_name,ad_status,ad_format,link,creative_link,primary_text,headline,description,call_to_action,advantage_plus_creative,standard_enhancements_creative,form_title,form_type,form_prefill_questions,form_followup_url,form_custom_questions,form_custom_multiple_choice,form_intro_headline,form_intro_description(line1),form_headline,form_intro_description(line2),form_intro_description(line3),form_intro_description(line4),form_intro_description(line5),ty_page_title,ty_page_website_url,ty_page_button_type,ty_page_body,ty_page_button_text,form_tracking_specs,campaign_logs,campaign_id,adset_logs,adset_id,prediction_id,ad_logs,ad_id
0,1911-19,TESTt_SET_dealer4,7302158800,www.google.com,test/privacy-policy,act_185244884559157,TESTt SET Accoint,TEST_Camp_RNF_14/8,OUTCOME_AWARENESS,RESERVED,PAUSED,Bid cap,120230031807900477,TEST_RNF_Adset_14/8,1000000,WEBSITE,pg_521548974384093,2,1,PAUSED,22-08-2025,25-08-2025,IN,"['Bihar', 'Rajasthan']","['Mumbai', 'Dehra Dun']",25,55,ALL,No,"[{""id"":""6003384248805"",""name"":""Fitness and wellness""}]","[{ ""id"": ""6003369782940"", ""name"": ""Credit cards"" }]",Advantage+,"[""facebook""]","[""feed""]","[""stream""]",ALL,TEST_RNF_Ad_14/8,ACTIVE,Video,arenaofambegaon.com,"{""Video_url"" :  ""TEST_SET.mp4"", ""Image_url"" : ""TEST_SET.png""}",Elevate your journey with a TEST SET,Live it up,Elevate Your SET,OPEN_LINK,OPT_OUT,OPT_OUT,yo yo form,More Volume,"[""FULL_NAME"", ""EMAIL"", ""PHONE"" ]",arenaofshivrinarayan.com,When are you planning to make a purchase?,"[""0-3 Months"", ""3-6 Months"", ""6-12 Months"", ""12 Months onwards""]",headline,description,Spacious cabin,line,line 4,line 5,"Thanks, you're all set.",title,www.test.com,VIEW_WEBSITE,You can visit our website or exit the form now.,Visit Now,"{""utm_source"":""facebook - lead generation"",""utm_medium"":""ro_facebook_leadgen""}",NO ERROR,120230528560050477,"

  Message: Call was not successful
  Method:  POST
  Path:    https://graph.facebook.com/v23.0/act_185244884559157/adsets
  Params:  {'name': 'TEST_RNF_Adset_14/8', 'campaign_id': '120230528560050477', 'billing_event': 'IMPRESSIONS', 'optimization_goal': 'REACH', 'rf_prediction_id': '120230528566500477', 'targeting': '{""age_max"":55,""age_min"":25,""audience_network_positions"":[""classic""],""brand_safety_content_filter_levels"":[""FACEBOOK_RELAXED""],""device_platforms"":[""mobile"",""desktop""],""facebook_positions"":[""feed""],""flexible_spec"":[{""interests"":[{""id"":""6003348604581""},{""id"":""6003396051089""},{""id"":""6003384248805""},{""id"":""6003277229371""},{""id"":""6003985771306""},{""id"":""6003164535634""},{""id"":""6004160395895""},{""id"":""6003211401886""},{""id"":""6003266061909""},{""id"":""6009248606271""},{""id"":""6003020834693""},{""id"":""6003029869785""},{""id"":""6003139266461""},{""id"":""6003161475030""},{""id"":""6003263791114""},{""id"":""6003346592981""},{""id"":""6003327060545""},{""id"":""6003270811593""},{""id"":""6003402305839""},{""id"":""6003248297213""},{""id"":""6003130044117""},{""id"":""6003143720966""},{""id"":""6003269553527""},{""id"":""6003540150873""},{""id"":""6003258544357""},{""id"":""6003382102565""},{""id"":""6002867432822""},{""id"":""6003088846792""},{""id"":""6003279598823""},{""id"":""6003403706343""},{""id"":""6003304550260""},{""id"":""6003641420907""},{""id"":""6003109198633""},{""id"":""6003057392644""},{""id"":""6004922412789""},{""id"":""6003306084421""},{""id"":""6004920030448""},{""id"":""6003649983713""},{""id"":""6002920953955""},{""id"":""6003502352425""},{""id"":""6003392552125""},{""id"":""6002989694968""},{""id"":""6003594228273""}]},{""interests"":[{""id"":""6003456388203""},{""id"":""6003418314031""},{""id"":""6003526234370""},{""id"":""6003188355978""},{""id"":""6003372784175""}]}],""geo_locations"":{""countries"":[""IN""],""excluded_geo_locations"":{""cities"":[{""country"":""IN"",""name"":""Mumbai""},{""country"":""IN"",""name"":""Dehra Dun""}],""regions"":[{""country"":""IN"",""name"":""Bihar""},{""country"":""IN"",""name"":""Rajasthan""}]},""location_types"":[""home"",""recent""]},""publisher_platforms"":[""facebook""]}', 'status': 'PAUSED'}

  Status:  400
  Response:
    {
      ""error"": {
        ""message"": ""Invalid parameter"",
        ""type"": ""OAuthException"",
        ""code"": 100,
        ""error_subcode"": 3858492,
        ""is_transient"": false,
        ""error_user_title"": ""Detailed targeting exclusions no longer available"",
        ""error_user_msg"": ""Detailed targeting exclusions are no longer available for ad sets. Remove them first if you want to publish this ad set. You can use audience controls if you need to prevent showing your ads to your own employees."",
        ""fbtrace_id"": ""Ai26QDc7xKXmbiy7fWG5_vg""
      }
    }
",False,120230528563620477,ADSET_CREATION_FAILED,False
